"","start.station.id","start.station.latitude","start.station.longitude","hire"
"321",3235,40.752165280622,-73.9799219369888,1782
"322",3297,40.6686627,-73.97988067,509
"323",3443,40.7613298312481,-73.9798200130463,4285
"324",507,40.73912601,-73.97973776,3592
"325",476,40.74394314,-73.97966069,2924
"326",332,40.71219906,-73.97948148,1240
"327",3423,40.6610633719006,-73.9794525504112,1841
"328",243,40.688226,-73.979382,715
"329",3164,40.7770575,-73.97898475,3970
"330",467,40.68312489,-73.97895137,1560
"331",3632,40.7280485713626,-73.9788115024567,2789
"332",3361,40.6740886,-73.9787282,800
"333",3360,40.7829391,-73.9786517,1881
"334",3417,40.6795766,-73.97854971,816
"335",3339,40.6765304,-73.97846879,539
"336",3365,40.6703837,-73.97839676,866
"337",3458,40.763093872708,-73.9783501625061,2928
"338",545,40.736502,-73.97809472,3618
"339",3233,40.7572456791173,-73.978059142828,3673
"340",119,40.69608941,-73.97803415,201
"341",302,40.72082834,-73.97793172,1553
"342",517,40.751581,-73.97791,3906
"343",3429,40.6850680730818,-73.9779075980186,2634
"344",3431,40.746524,-73.977885,2001
"345",3163,40.7734066,-73.97782542,3697
"346",519,40.751873,-73.977706,11383
"347",394,40.72521311,-73.97768752,2389
"348",3172,40.7785669,-73.97754961,1465
"349",174,40.7381765,-73.97738662,2727
"350",3161,40.7801839724239,-73.9772853255272,2161
"351",3434,40.7902541733042,-73.9771834015846,978
"352",3177,40.7867947,-73.977112,1441
"353",528,40.74290902,-73.97706058,2631
"354",245,40.69327018,-73.97703874,485
"355",3437,40.7931348098666,-73.9770036935806,788
"356",2012,40.739445,-73.976806,2234
"357",411,40.72228087,-73.97668709,1337
"358",274,40.68691865,-73.976682,1160
"359",3171,40.78524672,-73.97667321,1899
"360",520,40.75992262,-73.97648516,2743
"361",3300,40.6651468153379,-73.9763760566711,794
"362",2006,40.76590936,-73.97634151,5254
"363",83,40.68382604,-73.97632328,897
"364",341,40.71782143,-73.97628939,615
"365",3165,40.7757937668367,-73.9762057363987,3699
"366",527,40.744023,-73.976056,3773
"367",167,40.7489006,-73.97604882,2718
"368",266,40.72368361,-73.97574813,1067
"369",487,40.73314259,-73.97573881,3121
"370",3414,40.6809447234773,-73.9756733179092,848
"371",536,40.74144387,-73.97536082,3213
"372",3346,40.6751468387098,-73.9752320945263,1033
"373",3415,40.6793307,-73.97519523,590
"374",359,40.75510267,-73.97498696,5284
"375",241,40.68981035,-73.97493121,912
"376",3358,40.6711978,-73.97484126,739
"377",3468,40.7303801,-73.9747502,43
"378",3485,40.725208,-73.974724,2
"379",3285,40.78839,-73.9747,1266
"380",353,40.68539567,-73.97431458,616
"381",339,40.72580614,-73.97422494,816
"382",3307,40.7941654,-73.974124,900
"383",456,40.7597108,-73.97402311,1959
"384",3293,40.7921,-73.9739,1171
"385",3663,40.6771648946906,-73.973827958107,996
"386",3160,40.77896784,-73.97374737,1945
"387",242,40.697787,-73.973736,915
"388",262,40.6917823,-73.9737299,819
"389",281,40.7643971,-73.97371465,5892
"390",3354,40.668132,-73.97363831,1211
"391",419,40.69580705,-73.97355569,545
"392",518,40.74780373,-73.9734419,3539
"393",3289,40.7901794809508,-73.9728891849518,973
"394",3170,40.78499979,-73.97283406,2032
"395",440,40.75255434,-73.97282625,2158
"396",416,40.68753406,-73.97265183,977
"397",3457,40.7630259428052,-73.9720952510834,1254
"398",522,40.75714758,-73.97207836,2043
"399",3314,40.7937704,-73.971888,1581
"400",228,40.7546011026,-73.971878855,1685
"401",270,40.69308257,-73.97178913,1250
"402",3136,40.766368,-73.971518,970
"403",3462,40.7511838746328,-73.9713871479034,1316
"404",3226,40.78275,-73.97137,1778
"405",421,40.69573398,-73.97129668,419
"406",501,40.744219,-73.97121214,3044
"407",3331,40.8013434,-73.9711457439,852
"408",3418,40.6750207,-73.97111473,1364
"409",3132,40.76350532,-73.97109243,1768
"410",3537,40.6809741,-73.9710097,576
"411",2005,40.70531194,-73.97100056,96
"412",3349,40.6729679,-73.97087984,1556
"413",3648,40.6979503156954,-73.970775604248,837
"414",3283,40.7882213,-73.97041561,1827
"415",3350,40.7973721,-73.97041192,1541
"416",164,40.75323098,-73.97032517,1759
"417",2023,40.75968085,-73.97031366,1580
"418",343,40.69794,-73.96986848,685
"419",420,40.68764484,-73.96968902,751
"420",3168,40.78472675,-73.96961715,2761
"421",3459,40.7576322773944,-73.9693057537079,1862
"422",397,40.68415748,-73.96922273,502
"423",455,40.75001986,-73.96905301,2066
"424",3576,40.6767,-73.969024,965
"425",366,40.693261,-73.968896,1374
"426",258,40.68940747,-73.96885458,1254
"427",3223,40.7589965596051,-73.9686539769173,2393
"428",3355,40.7680088930595,-73.9684528112411,689
"429",282,40.7076449441757,-73.9684152603149,1167
"430",3366,40.8021174,-73.9681805305,812
"431",3301,40.7919557,-73.968087,1713
"432",3558,40.6794388,-73.9680438,785
"433",516,40.75206862,-73.96784384,1233
"434",313,40.69610226,-73.96751037,865
"435",441,40.756014,-73.967416,2503
"436",305,40.76095756,-73.96724467,2808
"437",3581,40.6740123,-73.9671457,723
"438",3359,40.7691572,-73.96703464,753
"439",3383,40.804213,-73.96699104,1286
"440",3137,40.77282817,-73.96685276,2694
"441",3155,40.76440023,-73.96648977,1349
"442",3357,40.8008363,-73.9664492472,858
"443",3316,40.7989937,-73.9662173778,782
"444",3637,40.6832386546034,-73.9659959077835,898
"445",454,40.75455731,-73.96592976,1310
"446",3231,40.7678008014813,-73.9659208059311,806
"447",460,40.71285887,-73.96590294,2131
"448",3574,40.6769694,-73.96579,500
"449",275,40.68650065,-73.96563307,639
"450",244,40.69196035,-73.96536851,1077
"451",3134,40.76312584,-73.96526895,1325
"452",389,40.71044554,-73.96525063,1353
"453",3552,40.805973,-73.964928,813
"454",3295,40.79127,-73.964839,2028
"455",399,40.68851534,-73.9647628,1011
"456",3544,40.6804836,-73.9646795,506
"457",3328,40.795,-73.9645,896
"458",3302,40.7969347,-73.9643412291,377
"459",3143,40.7763214218227,-73.9642739295959,2068
"460",3536,40.8082,-73.9641,1015
"461",3139,40.7711828754066,-73.9640942215919,1099
"462",443,40.70853074,-73.96408963,341
"463",3623,40.8109494,-73.9634,607
"464",2002,40.716887,-73.963198,2011
"465",3580,40.6737236,-73.9631611,565
"466",3583,40.6716493,-73.9631145,699
"467",3049,40.68488,-73.96304,446
"468",3538,40.802692,-73.96295,839
"469",3320,40.7940666081855,-73.9628684520721,1272
"470",481,40.71260486,-73.96264403,1353
"471",3549,40.678045,-73.962408,611
"472",3243,40.7589238637769,-73.9622622728348,1736
"473",3131,40.7671284034954,-73.9622461795807,957
"474",354,40.69363137,-73.96223558,938
"475",3378,40.773763,-73.96222088,1185
"476",3376,40.7647185194434,-73.962220698595,941
"477",3343,40.7997568,-73.9621128676,607
"478",3341,40.795346,-73.96186,822
"479",3587,40.6686744,-73.9618148,226
"480",3016,40.7203677529846,-73.9616507291794,2831
"481",365,40.68223166,-73.9614583,714
"482",3545,40.8120562,-73.9612547,422
"483",3152,40.76873687,-73.96119945,727
"484",3142,40.7612274,-73.96094022,2634
"485",3582,40.6721683,-73.9609,264
"486",532,40.710451,-73.960876,2448
"487",3539,40.8067581,-73.9607082,1316
"488",3362,40.7781314,-73.96069399,1219
"489",3078,40.7092482627616,-73.9606314897537,1072
"490",3375,40.7699426,-73.96060712,663
"491",3323,40.7981856,-73.9605909006,1240
"492",3599,40.66314,-73.9605695,481
"493",3661,40.6664393068708,-73.9605563879013,101
"494",3120,40.74161,-73.96044,374
"495",539,40.71534825,-73.96024116,2281
"496",364,40.68900443,-73.96023854,984
"497",3469,40.7318140172097,-73.9599502086639,390
"498",3542,40.8086249,-73.9596214,726
"499",3562,40.6765198,-73.9596082,632
"500",3282,40.78307,-73.95939,2965
"501",120,40.68676793,-73.95928168,634
"502",2022,40.759107,-73.959223,589
"503",3547,40.8143256,-73.9590255,731
"504",3144,40.77677702,-73.9590097,420
"505",289,40.6845683,-73.95881081,506
"506",3590,40.6679411,-73.9588,88
"507",3546,40.6791944,-73.9587903,242
"508",3117,40.73564,-73.95866,721
"509",3092,40.7190095,-73.95852515,1654
"510",3093,40.71745169,-73.95850939,2494
"511",3438,40.7722485377217,-73.9584213495255,849
"512",3116,40.73266,-73.95826,911
"513",3141,40.76500525,-73.95818491,3702
"514",372,40.694546087246,-73.9580136537552,504
"515",3075,40.70708701,-73.95796783,177
"516",3103,40.72153267,-73.95782357,702
"517",3112,40.72906,-73.95779,1818
"518",3135,40.77112927,-73.95772297,916
"519",3145,40.77862688,-73.95772073,1075
"520",3584,40.6707767,-73.9576801,770
"521",3613,40.745038,-73.957539,512
"522",3292,40.7857851,-73.957481,1083
"523",3596,40.6642406,-73.9574686,48
"524",3085,40.71469,-73.95739,905
"525",3543,40.81028506306,-73.9573645591736,207
"526",3553,40.801694,-73.957145,1132
"527",471,40.71286844,-73.95698119,895
"528",3601,40.6627059,-73.9569115,126
"529",3146,40.77573034,-73.9567526,1042
"530",3631,40.666563,-73.956741,90
"531",3608,40.7423737,-73.9566,202
"532",3578,40.6741806,-73.9564947,292
"533",3541,40.813358,-73.956461,274
"534",409,40.6906495,-73.95643107,509
"535",3447,40.7670343230987,-73.9562273025513,1364
"536",3109,40.72606,-73.95621,988
"537",3569,40.6758324,-73.9561677,567
"538",3080,40.70934,-73.95608,552
"539",3090,40.71774592,-73.95600096,2124
"540",3284,40.78141070019,-73.9559590816498,717
"541",3122,40.7443632870669,-73.9558732509613,281
"542",3370,40.7727966,-73.95577801,770
"543",396,40.680342423,-73.9557689392,519
"544",3105,40.724055,-73.955736,618
"545",3673,40.6775920693738,-73.955637216568,84
"546",3374,40.799484,-73.955613,1899
"547",3585,40.6691783,-73.9554162,137
"548",3294,40.7835016,-73.955327,789
"549",3540,40.81,-73.9551508,357
"550",3115,40.73232194,-73.9550858,886
"551",3101,40.72079821,-73.95484712,833
"552",3372,40.7689738,-73.95482273,1499
"553",3534,40.805159,-73.954692,1139
"554",3124,40.74731,-73.95451,986
"555",3073,40.70691254,-73.95441667,380
"556",3671,40.7747794489573,-73.9542746543884,904
"557",3579,40.672695,-73.954131,367
"558",3119,40.74232744,-73.95411749,1595
"559",3147,40.77801203,-73.95407149,2232
"560",436,40.68216564,-73.95399026,415
"561",3113,40.73026,-73.95394,1198
"562",3604,40.6630619,-73.9538746,194
"563",373,40.69331716,-73.95381995,328
"564",344,40.6851443,-73.95380904,673
"565",3336,40.787801,-73.953559,1106
"566",3140,40.77140426,-73.9535166,2412
"567",3156,40.76663814,-73.95348296,1854
"568",3611,40.7449067,-73.9534573,487
"569",3649,40.8143944379158,-73.9532473683357,188
"570",3511,40.802535,-73.9532423,282
"571",3508,40.809725,-73.953149,875
"572",3110,40.72708584,-73.95299117,1262
"573",3571,40.676368,-73.952918,495
"574",3118,40.73555,-73.95284,932
"575",3367,40.7922553,-73.95249933,1355
"576",3345,40.7894854155321,-73.9524292945862,628
"577",3096,40.71924,-73.95242,1054
"578",3063,40.69527008,-73.95238108,225
"579",3087,40.71413311,-73.95234386,1015
"580",3521,40.7987859,-73.9523,1375
"581",3286,40.7806284,-73.9521667,1130
"582",3107,40.72311651,-73.95212324,1684
"583",3127,40.74966,-73.9521,216
"584",3299,40.78813,-73.95206,161
"585",3088,40.7160751,-73.952029,337
"586",3533,40.8114323,-73.9518776,484
"587",3520,40.804372,-73.951475,290
"588",3082,40.71167351,-73.95141312,892
"589",3056,40.69072549,-73.95133465,316
"590",3077,40.70877084,-73.95095259,825
"591",3055,40.6883337,-73.950916,294
"592",3148,40.77565541,-73.95068615,1313
"593",3325,40.7849032,-73.950503,303
"594",3102,40.72179134,-73.9504154,609
"595",3363,40.7904828,-73.95033068,408
"596",3065,40.70029511,-73.95032283,186
"597",3509,40.8011939,-73.9500739,523
"598",437,40.6809833854,-73.9500479759,1034
"599",3151,40.7728384,-73.94989233,1142
"600",3668,40.7239567849954,-73.9498436450958,808
"601",3125,40.74708586,-73.94977234,682
"602",3048,40.68402,-73.94977,300
"603",3071,40.70538077,-73.94976519,325
"604",3305,40.7811222993417,-73.9496558904648,1460
"605",3062,40.69539817,-73.94954908,420
"606",3387,40.7934337,-73.94945003,349
"607",3510,40.8078316,-73.949373,415
"608",3531,40.8125511,-73.9492286,306
"609",3453,40.7133522622288,-73.9491033554077,839
"610",3628,40.8025566,-73.9490782,175
"611",3296,40.7824541752799,-73.9489196240902,629
"612",3452,40.7191557169604,-73.9488539099693,578
"613",3606,40.74252,-73.948852,242
"614",3091,40.71764,-73.94882,280
"615",3288,40.778301,-73.9488134,208
"616",3309,40.7859201,-73.94860294,324
"617",3554,40.7552433,-73.9485678,204
"618",3456,40.7163803197356,-73.9482128620148,198
"619",3069,40.70411791,-73.94818595,287
"620",3150,40.77536905,-73.94803392,929
"621",3449,40.7214625622982,-73.9480090141296,400
"622",3053,40.6900815,-73.947915,192
"623",3620,40.7519071,-73.9479119,6
"624",3400,40.7961535,-73.94782145,640
"625",3629,40.8094953477795,-73.9477649331093,297
"626",3249,40.6803560840434,-73.9476791024208,426
"627",3379,40.7903051,-73.94755757,635
"628",3100,40.7248125644002,-73.947526216507,796
"629",3121,40.74524768,-73.94733276,311
"630",3327,40.7877214,-73.94728331,214
"631",3318,40.7839636,-73.9471673,1447
"632",3066,40.69957608,-73.94708417,354
"633",3454,40.7103685423523,-73.9470595121384,530
"634",3369,40.7724607,-73.9468208,790
"635",3072,40.70583339,-73.94644578,229
"636",3060,40.69425403,-73.94626915,298
"637",3615,40.748,-73.9460927,535
"638",3290,40.7779453,-73.946041,1222
"639",3424,40.791976,-73.945993,340
"640",3128,40.75052534,-73.94594845,228
"641",3312,40.7817212,-73.94594,869
"642",3535,40.804038,-73.945925,458
"643",3338,40.7862586,-73.94552579,364
"644",3057,40.69128258,-73.9452416,358
"645",3518,40.808442,-73.9452087,754
"646",3557,40.75742,-73.945133,43
"647",3095,40.71929301,-73.94500379,373
"648",3076,40.70870368,-73.9448625,566
"649",3094,40.7169811,-73.94485918,458
"650",3500,40.7989445,-73.944846,210
