"","start.station.id","X","start.station.latitude","start.station.longitude","hire","start.station.name"
"381",3146,529,40.77573034,-73.9567526,1042,"E 81 St & 3 Ave"
"185",437,598,40.6809833854,-73.9500479759,1034,"Macon St & Nostrand Ave"
"497",3346,372,40.6751468387098,-73.9752320945263,1033,"Berkeley Pl & 7 Ave"
"331",3087,579,40.71413311,-73.95234386,1015,"Metropolitan Ave & Meeker Ave"
"652",3536,460,40.8082,-73.9641,1015,"W 116 St & Broadway"
"744",3643,307,40.7527220138119,-73.9812362194061,1014,"E 41 St & 5 Ave"
"156",399,455,40.68851534,-73.9647628,1011,"Lafayette Ave & St James Pl"
"758",3663,385,40.6771648946906,-73.973827958107,996,"Sterling Pl & 7 Ave"
"348",3109,536,40.72606,-73.95621,988,"Banker St & Meserole Ave"
"361",3124,554,40.74731,-73.95451,986,"46 Ave & 5 St"
"94",322,182,40.696192,-73.991218,984,"Clinton St & Tillary St"
"131",364,496,40.68900443,-73.96023854,984,"Lafayette Ave & Classon Ave"
"486",3335,281,40.6772744,-73.98282002,978,"Union St & 4 Ave"
"576",3434,351,40.7902541733042,-73.9771834015846,978,"W 88 St & West End Ave"
"171",416,396,40.68753406,-73.97265183,977,"Cumberland St & Lafayette Ave"
"442",3289,393,40.7901794809508,-73.9728891849518,973,"W 90 St & Amsterdam Ave"
"372",3136,402,40.766368,-73.971518,970,"5 Ave & E 63 St"
"690",3576,424,40.6767,-73.969024,965,"Park Pl & Vanderbilt Ave"
"345",3106,666,40.72325,-73.94308,961,"Driggs Ave & N Henry St"
"368",3131,473,40.7671284034954,-73.9622461795807,957,"E 68 St & 3 Ave"
"526",3376,476,40.7647185194434,-73.962220698595,941,"E 65 St & 2 Ave"
"121",354,474,40.69363137,-73.96223558,938,"Emerson Pl & Myrtle Ave"
"409",3178,270,40.78414472,-73.98362492,936,"Riverside Dr & W 78 St"
"355",3118,574,40.73555,-73.95284,932,"McGuinness Blvd & Eagle St"
"384",3150,620,40.77536905,-73.94803392,929,"E 85 St & York Ave"
"518",3368,272,40.6728155,-73.98352355,920,"5 Ave & 3 St"
"371",3135,518,40.77112927,-73.95772297,916,"E 75 St & 3 Ave"
"35",242,387,40.697787,-73.973736,915,"Carlton Ave & Flushing Ave"
"554",3408,136,40.6881529,-73.99520919,913,"Congress St & Clinton St"
"34",241,375,40.68981035,-73.97493121,912,"DeKalb Ave & S Portland Ave"
"353",3116,512,40.73266,-73.95826,911,"Huron St & Franklin St"
"606",3489,72,40.7106999463139,-74.003541469574,907,"Gold St & Frankfort St"
"329",3085,524,40.71469,-73.95739,905,"Roebling St & N 4 St"
"762",3671,556,40.7747794489573,-73.9542746543884,904,"E 81 St & 2 Ave"
"29",232,196,40.69597683,-73.99014892,902,"Cadman Plaza E & Tillary St"
"459",3307,382,40.7941654,-73.974124,900,"West End Ave & W 94 St"
"742",3637,444,40.6832386546034,-73.9659959077835,898,"Fulton St & Waverly Ave"
"4",83,363,40.68382604,-73.97632328,897,"Atlantic Ave & Fort Greene Pl"
"480",3328,457,40.795,-73.9645,896,"W 100 St & Manhattan Ave"
"213",471,527,40.71286844,-73.95698119,895,"Grand St & Havemeyer St"
"411",3180,122,40.69878,-73.99712,893,"Brooklyn Bridge Park - Pier 2"
"327",3082,588,40.71167351,-73.95141312,892,"Hope St & Union Ave"
"352",3115,550,40.73232194,-73.9550858,886,"India St & Manhattan Ave"
"310",3064,700,40.69681963,-73.93756926,877,"Myrtle Ave & Lewis Ave"
"707",3593,739,40.761584,-73.925921,877,"31 St & Broadway"
"625",3508,571,40.809725,-73.953149,875,"St Nicholas Ave & Manhattan Ave"
"141",380,77,40.73401143,-74.00293877,872,"W 4 St & 7 Ave S"
"320",3074,684,40.70767788,-73.94016171,869,"Montrose Ave & Bushwick Ave"
"464",3312,641,40.7817212,-73.94594,869,"1 Ave & E 94 St"
"50",261,271,40.69474881,-73.98362464,868,"Johnson St & Gold St"
"515",3365,336,40.6703837,-73.97839676,866,"3 St & 7 Ave"
"86",313,434,40.69610226,-73.96751037,865,"Washington Ave & Park Ave"
"507",3357,442,40.8008363,-73.9664492472,858,"W 106 St & Amsterdam Ave"
"483",3331,407,40.8013434,-73.9711457439,852,"Riverside Dr & W 104 St"
"579",3438,511,40.7722485377217,-73.9584213495255,849,"E 76 St & 3 Ave"
"560",3414,370,40.6809447234773,-73.9756733179092,848,"Bergen St & Flatbush Ave"
"565",3420,262,40.6802133,-73.98432695,839,"Douglass St & 3 Ave"
"586",3453,609,40.7133522622288,-73.9491033554077,839,"Devoe St & Lorimer St"
"654",3538,468,40.802692,-73.96295,839,"W 110 St & Amsterdam Ave"
"748",3648,413,40.6979503156954,-73.970775604248,837,"Flushing Ave & Vanderbilt Ave"
"341",3101,551,40.72079821,-73.95484712,833,"N 12 St & Bedford Ave"
"460",3308,128,40.6861758,-73.99645295,829,"Kane St & Clinton St"
"363",3126,664,40.74718234,-73.9432635,828,"44 Dr & Jackson Ave"
"323",3077,590,40.70877084,-73.95095259,825,"Stagg St & Union Ave"
"492",3341,478,40.795346,-73.96186,822,"Central Park West & W 102 St"
"51",262,388,40.6917823,-73.9737299,819,"Washington Park"
"163",407,178,40.700469,-73.991454,819,"Henry St & Poplar St"
"108",339,381,40.72580614,-73.97422494,816,"Avenue D & E 12 St"
"562",3417,334,40.6795766,-73.97854971,816,"Baltic St & 5 Ave"
"666",3552,453,40.805973,-73.964928,813,"W 113 St & Broadway"
"516",3366,430,40.8021174,-73.9681805305,812,"West End Ave & W 107 St"
"760",3668,600,40.7239567849954,-73.9498436450958,808,"Leonard St & Nassau Ave"
"417",3231,446,40.7678008014813,-73.9659208059311,806,"E 67 St & Park Ave"
"545",3398,117,40.6746957,-73.99785768,802,"Smith St & 9 St"
"573",3430,670,40.7190789117956,-73.9422369003296,802,"Richardson St & N Henry St"
"511",3361,332,40.6740886,-73.9787282,800,"Carroll St & 6 Ave"
"340",3100,628,40.7248125644002,-73.947526216507,796,"Nassau Ave & Newell St"
"452",3300,361,40.6651468153379,-73.9763760566711,794,"Prospect Park West & 8 St"
"40",248,45,40.72185379,-74.00771779,790,"Laight St & Hudson St"
"519",3369,634,40.7724607,-73.9468208,790,"E 82 St & East End Ave"
"446",3294,548,40.7835016,-73.955327,789,"E 91 St & Park Ave"
"578",3437,355,40.7931348098666,-73.9770036935806,788,"Riverside Dr & W 91 St"
"672",3558,432,40.6794388,-73.9680438,785,"Bergen St & Vanderbilt Ave"
"468",3316,443,40.7989937,-73.9662173778,782,"W 104 St & Amsterdam Ave - 1"
"173",418,287,40.70224,-73.982578,776,"Front St & Gold St"
"520",3370,542,40.7727966,-73.95577801,770,"E 78 St & 2 Ave"
"633",3516,751,40.7699176,-73.9184057,770,"31 St & Astoria Blvd"
"698",3584,520,40.6707767,-73.9576801,770,"Eastern Pkwy & Franklin Ave"
"450",3298,156,40.686371,-73.99383324,769,"Warren St & Court St"
"557",3411,245,40.6849668,-73.98620772,765,"Bond St & Bergen St"
"523",3373,225,40.6750705,-73.98775226,760,"3 St & 3 Ave"
"533",3384,131,40.6787242,-73.99599099,756,"Smith St & 3 St"
"527",3377,195,40.6786115,-73.99037292,754,"Carroll St & Bond St"
"635",3518,645,40.808442,-73.9452087,754,"Lenox Ave & W 126 St"
"509",3359,438,40.7691572,-73.96703464,753,"E 68 St & Madison Ave"
"175",420,419,40.68764484,-73.96968902,751,"Clermont Ave & Lafayette Ave"
"508",3358,376,40.6711978,-73.97484126,739,"Garfield Pl & 8 Ave"
"473",3321,118,40.6831164,-73.99785267,732,"Clinton St & Union St"
"663",3547,503,40.8143256,-73.9590255,731,"Broadway & Moylan Pl"
"386",3152,483,40.76873687,-73.96119945,727,"3 Ave & E 71 St"
"658",3542,498,40.8086249,-73.9596214,726,"Amsterdam Ave & W 119 St"
"695",3581,437,40.6740123,-73.9671457,723,"Underhill Ave & Lincoln Pl"
"354",3117,508,40.73564,-73.95866,721,"Franklin St & Dupont St"
"438",3284,540,40.78141070019,-73.9559590816498,717,"E 88 St & Park Ave"
"456",3304,268,40.668127,-73.98377641,716,"6 Ave & 9 St"
"36",243,328,40.688226,-73.979382,715,"Fulton St & Rockwell Pl"
"132",365,481,40.68223166,-73.9614583,714,"Fulton St & Grand Ave"
"343",3103,516,40.72153267,-73.95782357,702,"N 11 St & Wythe Ave"
"564",3419,301,40.6792788,-73.98154004,702,"Douglass St & 4 Ave"
"697",3583,466,40.6716493,-73.9631145,699,"Eastern Pkwy & Washington Ave"
"567",3422,82,40.6859296,-74.00242364,698,"Columbia St & Degraw St"
"462",3310,266,40.663779,-73.98396846,697,"14 St & 7 Ave"
"514",3364,302,40.6751622,-73.9814832,690,"Carroll St & 5 Ave"
"505",3355,428,40.7680088930595,-73.9684528112411,689,"E 66 St & Madison Ave"
"463",3311,91,40.68763155,-74.0016256,686,"Columbia St & Kane St"
"112",343,418,40.69794,-73.96986848,685,"Clinton Ave & Flushing Ave"
"362",3125,601,40.74708586,-73.94977234,682,"45 Rd & 11 St"
"113",344,564,40.6851443,-73.95380904,673,"Monroe St & Bedford Ave"
"525",3375,490,40.7699426,-73.96060712,663,"3 Ave & E 72 St"
"642",3526,762,40.7747878,-73.9125551,663,"31 St & 23 Ave"
"3",82,95,40.71117416,-74.00016545,657,"St James Pl & Pearl St"
"543",3396,96,40.6783563,-74.00014502,652,"Clinton St & 4 Place"
"458",3306,293,40.6662078,-73.98199886,650,"10 St & 7 Ave"
"614",3497,723,40.7949879,-73.9333349,650,"Pleasant Ave & E 116 St"
"570",3425,662,40.7892105,-73.94370784,641,"2 Ave & E 104 St"
"547",3400,624,40.7961535,-73.94782145,640,"E 110 St & Madison Ave"
"59",275,449,40.68650065,-73.96563307,639,"Washington Ave & Greene Ave"
"529",3379,627,40.7903051,-73.94755757,635,"E 103 St & Lexington Ave"
"6",120,501,40.68676793,-73.95928168,634,"Lexington Ave & Classon Ave"
"676",3562,499,40.6765198,-73.9596082,632,"Classon Ave & St Marks Ave"
"448",3296,611,40.7824541752799,-73.9489196240902,629,"E 93 St & 2 Ave"
"496",3345,576,40.7894854155321,-73.9524292945862,628,"Madison Ave & E 99 St"
"481",3329,164,40.6829151,-73.99318208,625,"Degraw St & Smith St"
"553",3407,227,40.6790979972168,-73.9876547455788,621,"Union St & Nevins St"
"344",3105,544,40.724055,-73.955736,618,"N 15 St & Wythe Ave"
"120",353,380,40.68539567,-73.97431458,616,"S Portland Ave & Hanson Pl"
"110",341,364,40.71782143,-73.97628939,615,"Stanton St & Mangin St"
"537",3389,73,40.6830456,-74.00348559,613,"Carroll St & Columbia St"
"558",3412,279,40.6853761,-73.98302136,611,"Pacific St & Nevins St"
"664",3549,471,40.678045,-73.962408,611,"Grand Ave & Bergen St"
"342",3102,594,40.72179134,-73.9504154,609,"Driggs Ave & Lorimer St"
"494",3343,477,40.7997568,-73.9621128676,607,"W 107 St & Columbus Ave"
"556",3410,229,40.6864442,-73.98759104,607,"Dean St & Hoyt St"
"735",3623,463,40.8109494,-73.9634,607,"W 120 St & Claremont Ave"
"157",400,298,40.71926081,-73.98178024,605,"Pitt St & Stanton St"
"588",3455,315,40.6868082050343,-73.9803618192673,605,"Schermerhorn St & 3 Ave"
"471",3319,211,40.666287,-73.98895053,596,"14 St & 5 Ave"
"561",3415,373,40.6793307,-73.97519523,590,"Prospect Pl & 6 Ave"
"285",2022,502,40.759107,-73.959223,589,"E 60 St & York Ave"
"550",3403,214,40.6705135,-73.98876585,584,"4 Ave & 9 St"
"326",3081,659,40.711863,-73.944024,581,"Graham Ave & Grand St"
"585",3452,612,40.7191557169604,-73.9488539099693,578,"Bayard St & Leonard St"
"24",216,134,40.70037867,-73.99548059,577,"Columbia Heights & Cranberry St"
"653",3537,410,40.6809741,-73.9710097,576,"Carlton Ave & Dean St"
"534",3386,109,40.6809591,-73.99905709,575,"1 Pl & Clinton St"
"559",3413,286,40.6827549,-73.98258555,575,"Wyckoff St & 3 Ave"
"544",3397,111,40.6763947,-73.99869893,572,"Court St & Nelson St"
"536",3388,100,40.6828003,-73.99990419,567,"President St & Henry St"
"683",3569,537,40.6758324,-73.9561677,567,"Franklin Ave & St Marks Ave"
"322",3076,648,40.70870368,-73.9448625,566,"Scholes St & Manhattan Ave"
"694",3580,465,40.6737236,-73.9631611,565,"St Johns Pl & Washington Ave"
"613",3496,696,40.7923272,-73.9383,562,"1 Ave & E 110 St"
"325",3080,538,40.70934,-73.95608,552,"S 4 St & Rodney St"
"32",238,39,40.7361967,-74.00859207,548,"Bank St & Washington St"
"174",419,391,40.69580705,-73.97355569,545,"Carlton Ave & Park Ave"
"645",3529,667,40.8107922,-73.9430681,540,"Lenox Ave & W 130 St"
"490",3339,335,40.6765304,-73.97846879,539,"Berkeley Pl & 6 Ave"
"602",3478,37,40.6570886666848,-74.0087020397186,539,"2 Ave & 36 St - Citi Bike HQ at Industry City"
"727",3615,637,40.748,-73.9460927,535,"44 Dr & 21 St"
"328",3083,681,40.71247661,-73.94100005,530,"Bushwick Ave & Powers St"
"587",3454,633,40.7103685423523,-73.9470595121384,530,"Leonard St & Maujer St"
"455",3303,147,40.6849894,-73.99440329,523,"Butler St & Court St"
"626",3509,597,40.8011939,-73.9500739,523,"Lenox Ave & W 115 St"
"153",396,543,40.680342423,-73.9557689392,519,"Lefferts Pl & Franklin Ave"
"686",3572,748,40.756913,-73.921631,515,"34 Ave & 38 St"
"725",3613,521,40.745038,-73.957539,512,"Center Blvd & 48 Ave"
"165",409,534,40.6906495,-73.95643107,509,"DeKalb Ave & Skillman St"
"449",3297,322,40.6686627,-73.97988067,509,"6 St & 7 Ave"
"765",3680,316,40.7541208107793,-73.9802518486977,508,"E 43 St & 5 Ave"
"68",289,505,40.6845683,-73.95881081,506,"Monroe St & Classon Ave"
"660",3544,456,40.6804836,-73.9646795,506,"Underhill Ave & Pacific St"
"136",372,514,40.694546087246,-73.9580136537552,504,"Franklin Ave & Myrtle Ave"
"61",278,257,40.69766564,-73.98476437,503,"Concord St & Bridge St"
"154",397,422,40.68415748,-73.96922273,502,"Fulton St & Clermont Ave"
"688",3574,448,40.6769694,-73.96579,500,"Prospect Pl & Underhill Ave"
"551",3404,251,40.6704922,-73.98541675,496,"7 St & 5 Ave"
"685",3571,573,40.676368,-73.952918,495,"Bedford Ave & Bergen St"
"669",3555,698,40.751047,-73.93797,493,"28 St & 41 Ave"
"723",3611,568,40.7449067,-73.9534573,487,"Vernon Blvd & 47 Rd"
"38",245,354,40.69327018,-73.97703874,485,"Myrtle Ave & St Edwards St"
"649",3533,586,40.8114323,-73.9518776,484,"St. Nicholas Ave & W 126 St"
"712",3599,492,40.66314,-73.9605695,481,"Franklin Ave & Empire Blvd"
"498",3347,14,40.6773429,-74.01275056,478,"Van Brunt St & Wolcott St"
"297",3050,680,40.6851532,-73.94111,469,"Putnam Ave & Throop Ave"
"714",3602,749,40.763154,-73.920827,465,"31 Ave & 34 St"
"495",3344,21,40.679043,-74.011169,464,"Pioneer St & Van Brunt St"
"484",3332,186,40.681990442707,-73.9907902479172,462,"Degraw St & Hoyt St"
"337",3094,649,40.7169811,-73.94485918,458,"Graham Ave & Withers St"
"552",3405,291,40.6704836,-73.98208968,458,"5 St & 6 Ave"
"651",3535,642,40.804038,-73.945925,458,"Mt Morris Park W & W 120 St"
"10",144,312,40.69839895,-73.98068914,456,"Nassau St & Navy St"
"423",3241,651,40.686203,-73.944694,455,"Monroe St & Tompkins Ave"
"745",3644,8,40.6758162252283,-74.0148818492889,449,"Van Dyke St & Van Brunt St"
"296",3049,467,40.68488,-73.96304,446,"Cambridge Pl & Gates Ave"
"389",3157,653,40.77518615,-73.94446054,446,"East End Ave & E 86 St"
"428",3249,626,40.6803560840434,-73.9476791024208,426,"Verona Pl & Fulton St"
"465",3313,250,40.6663181,-73.9854617,425,"6 Ave & 12 St"
"294",3047,657,40.6823687,-73.944118,423,"Halsey St & Tompkins Ave"
"661",3545,482,40.8120562,-73.9612547,422,"Broadway & W 122 St"
"308",3062,605,40.69539817,-73.94954908,420,"Myrtle Ave & Marcy Ave"
"379",3144,504,40.77677702,-73.9590097,420,"E 81 St & Park Ave"
"176",421,405,40.69573398,-73.97129668,419,"Clermont Ave & Park Ave"
"314",3068,683,40.7031724,-73.940636,419,"Humboldt St & Varet St"
"682",3568,738,40.7569332,-73.9262231,417,"34 St & 35 Ave"
"184",436,560,40.68216564,-73.95399026,415,"Hancock St & Bedford Ave"
"627",3510,607,40.8078316,-73.949373,415,"Adam Clayton Powell Blvd & W 123 St"
"63",280,138,40.73331967,-73.99510132,412,"E 10 St & 5 Ave"
"726",3614,740,40.768692,-73.9249574,410,"Crescent St & 30 Ave"
"513",3363,595,40.7904828,-73.95033068,408,"E 102 St & Park Ave"
"530",3381,159,40.6777287,-73.99364123,404,"3 St & Hoyt St"
"298",3052,710,40.686312,-73.935775,403,"Lewis Ave & Madison St"
"313",3067,660,40.7016657,-73.9437303,403,"Broadway & Whipple St"
"367",3130,663,40.75325964,-73.94335788,403,"21 St & Queens Plaza North"
"584",3449,621,40.7214625622982,-73.9480090141296,400,"Eckford St & Engert Ave"
"728",3616,761,40.7656251,-73.9136695,394,"Steinway St & 28 Ave"
"598",3469,497,40.7318140172097,-73.9599502086639,390,"India St & West St"
"275",2001,320,40.699773,-73.979927,382,"Sands St & Navy St"
"319",3073,555,40.70691254,-73.95441667,380,"Division Ave & Hooper St"
"476",3324,162,40.6685455,-73.99333264,379,"3 Ave & 14 St"
"454",3302,458,40.7969347,-73.9643412291,377,"Columbus Ave & W 103 St"
"357",3120,494,40.74161,-73.96044,374,"Center Blvd & Borden Ave"
"706",3592,732,40.7633589,-73.9286471,374,"Crescent St & Broadway"
"338",3095,647,40.71929301,-73.94500379,373,"Graham Ave & Herbert St"
"300",3054,671,40.6894932,-73.942061,368,"Greene Ave & Throop Ave"
"693",3579,557,40.672695,-73.954131,367,"Sterling Pl & Bedford Ave"
"715",3603,743,40.7647,-73.9240312,365,"31 Ave & 30 St"
"489",3338,643,40.7862586,-73.94552579,364,"2 Ave & E 99 St"
"722",3610,720,40.770845,-73.934171,359,"Vernon Blvd & 30 Rd"
"303",3057,644,40.69128258,-73.9452416,358,"Kosciuszko St & Tompkins Ave"
"656",3540,549,40.81,-73.9551508,357,"Morningside Ave & W 123 St"
"717",3605,737,40.7658346,-73.9265474,357,"31 Ave & Crescent St"
"648",3532,752,40.78145,-73.9183302,356,"Ditmars Blvd & 19 St"
"729",3617,754,40.7671,-73.9169858,356,"28 Ave & 35 St"
"312",3066,632,40.69957608,-73.94708417,354,"Tompkins Ave & Hopkins St"
"469",3317,237,40.6686273,-73.98700053,353,"10 St & 5 Ave"
"293",3046,697,40.682601,-73.938037,349,"Marcus Garvey Blvd & Macon St"
"535",3387,606,40.7934337,-73.94945003,349,"E 106 St & Madison Ave"
"631",3514,736,40.7767,-73.927631,347,"Astoria Park S & Shore Blvd"
"546",3399,201,40.6726029815013,-73.9898300170898,346,"7 St & 3 Ave"
"499",3348,7,40.677236,-74.015665,344,"Coffey St & Conover St"
"521",3371,254,40.6746134224758,-73.9850114285946,343,"4 Ave & 2 St"
"191",443,462,40.70853074,-73.96408963,341,"Bedford Ave & S 9 St"
"684",3570,745,40.7557327,-73.9236611,341,"35 Ave & 37 St"
"569",3424,639,40.791976,-73.945993,340,"E 106 St & Lexington Ave"
"634",3517,753,40.7711528,-73.9170074,340,"31 St & Hoyt Ave N"
"619",3502,656,40.7954121,-73.9441232,339,"Lexington Ave & E 111 St"
"332",3088,585,40.7160751,-73.952029,337,"Union Ave & Jackson St"
"538",3390,665,40.79329668,-73.9432083,330,"E 109 St & 3 Ave"
"137",373,563,40.69331716,-73.95381995,328,"Willoughby Ave & Walworth St"
"290",3042,731,40.6794268,-73.9298911,328,"Fulton St & Utica Ave"
"317",3071,603,40.70538077,-73.94976519,325,"Boerum St & Broadway"
"461",3309,616,40.7859201,-73.94860294,324,"E 97 St & 3 Ave"
"566",3421,210,40.6843549,-73.98901629,324,"Hoyt St & Warren St"
"670",3556,688,40.7527085,-73.9397405,317,"24 St & 41 Ave"
"302",3056,589,40.69072549,-73.95133465,316,"Kosciuszko St & Nostrand Ave"
"358",3121,629,40.74524768,-73.94733276,311,"Jackson Ave & 46 Rd"
"114",345,124,40.73649403,-73.99704374,309,"W 13 St & 6 Ave"
"647",3531,608,40.8125511,-73.9492286,306,"Frederick Douglass Blvd & W 129 St"
"708",3595,747,40.760339,-73.9222427,305,"35 St & Broadway"
"477",3325,593,40.7849032,-73.950503,303,"E 95 St & 3 Ave"
"677",3563,724,40.757186,-73.932719,302,"28 St & 36 Ave"
"295",3048,602,40.68402,-73.94977,300,"Putnam Ave & Nostrand Ave"
"306",3060,636,40.69425403,-73.94626915,298,"Willoughby Ave & Tompkins Ave"
"738",3629,625,40.8094953477795,-73.9477649331093,297,"Adam Clayton Powell Blvd & W 126 St"
"301",3055,591,40.6883337,-73.950916,294,"Greene Ave & Nostrand Ave"
"730",3618,678,40.7485,-73.941275,294,"27 St & Hunter St"
"692",3578,532,40.6741806,-73.9564947,292,"Park Pl & Franklin Ave"
"636",3520,587,40.804372,-73.951475,290,"Adam Clayton Powell Blvd & W 118 St"
"289",3041,676,40.67890679,-73.94142771,289,"Kingston Ave & Herkimer St"
"304",3058,704,40.69237074,-73.93705428,289,"Lewis Ave & Kosciuszko St"
"315",3069,619,40.70411791,-73.94818595,287,"Lorimer St & Broadway"
"705",3591,729,40.7659,-73.930819,285,"21 St & 31 Dr"
"628",3511,570,40.802535,-73.9532423,282,"Adam Clayton Powell Blvd & W 115 St"
"359",3122,541,40.7443632870669,-73.9558732509613,281,"48 Ave & 5 St"
"702",3588,701,40.7671863,-73.9373554,281,"Vernon Blvd & 10 St"
"334",3091,614,40.71764,-73.94882,280,"Frost St & Meeker St"
"757",3662,755,40.7612938972891,-73.916916847229,280,"31 Ave & Steinway St"
"734",3622,691,40.80756,-73.939182,279,"E 128 St & Madison Ave"
"581",3441,79,40.752957,-74.00264,276,"10 Hudson Yards"
"608",3491,714,40.79747,-73.93504,276,"E 118 St & 1 Ave"
"657",3541,533,40.813358,-73.956461,274,"Amsterdam Ave & W 125 St"
"611",3494,669,40.797911,-73.9423,273,"E 115 St & Lexington Ave"
"474",3322,194,40.668603,-73.9904394,272,"12 St & 4 Ave"
"14",152,32,40.71473993,-74.00910627,268,"Warren St & Church St"
"539",3391,690,40.7892529,-73.93956237,268,"E 106 St & 1 Ave"
"640",3524,746,40.7774552,-73.9225403,267,"19 St & 24 Ave"
"360",3123,713,40.74469738,-73.93540375,266,"31 St & Thomson Ave"
"710",3597,756,40.7577284,-73.9166368,266,"43 St & Broadway"
"696",3582,485,40.6721683,-73.9609,264,"Lincoln Pl & Classon Ave"
"621",3504,699,40.8029263,-73.9379,261,"E 123 St & Lexington Ave"
"750",3653,734,40.7582046469676,-73.9283215999603,258,"31 St & 35 Ave"
"731",3619,741,40.7713615,-73.9246145,255,"Newtown Ave & 23 St"
"540",3392,38,40.6812117,-74.00860912,251,"Commerce St & Van Brunt St"
"548",3401,163,40.6724811,-73.99331394,251,"2 Ave & 9 St"
"721",3609,712,40.7692475,-73.9354504,246,"Vernon Blvd & 31 Ave"
"541",3393,43,40.6794327,-74.00785041,245,"Richards St & Delavan St"
"680",3566,726,40.7596276,-73.9321455,245,"Crescent St & 35 Ave"
"662",3546,507,40.6791944,-73.9587903,242,"Pacific St & Classon Ave"
"674",3560,718,40.754876,-73.934326,242,"28 St & 38 Ave"
"718",3606,613,40.74252,-73.948852,242,"49 Ave & 21 St"
"610",3493,694,40.799139,-73.9389152,241,"E 118 St & 3 Ave"
"413",3221,711,40.743,-73.93561,238,"47 Ave & 31 St"
"410",3179,677,40.698617,-73.941342,235,"Park Ave & Marcus Garvey Blvd"
"503",3352,36,40.6726724341095,-74.0087952464819,233,"Sigourney St & Columbia St"
"316",3070,658,40.70510918,-73.94407279,231,"McKibbin St & Manhattan Ave"
"618",3501,655,40.8014866,-73.9442507,231,"E 118 St & Madison Ave"
"318",3072,635,40.70583339,-73.94644578,229,"Leonard St & Boerum St"
"365",3128,640,40.75052534,-73.94594845,228,"21 St & 43 Ave"
"646",3530,759,40.7787185,-73.9145645,227,"Crescent St & Ditmars Blvd"
"675",3561,735,40.7531106,-73.9279917,227,"37 Ave & 35 St"
"701",3587,479,40.6686744,-73.9618148,226,"Carroll St & Washington Ave"
"309",3063,578,40.69527008,-73.95238108,225,"Nostrand Ave & Myrtle Ave"
"643",3527,673,40.80698,-73.941747,223,"5 Ave & E 126 St"
"305",3059,685,40.6933982,-73.939877,222,"Pulaski St & Marcus Garvey Blvd"
"632",3515,750,40.774591,-73.918544,222,"24 Ave & 26 St"
"679",3565,679,40.7614376,-73.9411265,221,"36 Ave & 10 St"
"364",3127,583,40.74966,-73.9521,216,"9 St & 44 Rd"
"479",3327,630,40.7877214,-73.94728331,214,"3 Ave & E 100 St"
"644",3528,764,40.7713937,-73.9077436,212,"Steinway St & 23 Ave"
"638",3522,763,40.7701477,-73.9120938,211,"37 St & 24 Ave"
"617",3500,650,40.7989445,-73.944846,210,"E 115 St & Madison Ave"
"689",3575,730,40.76108,-73.930562,210,"Crescent St & 34 Ave"
"616",3499,716,40.8006721,-73.9349,209,"2 Ave & E 122 St"
"441",3288,615,40.778301,-73.9488134,208,"E 88 St & 1 Ave"
"659",3543,525,40.81028506306,-73.9573645591736,207,"Morningside Dr & Amsterdam Ave"
"668",3554,617,40.7552433,-73.9485678,204,"Vernon Blvd & 41 Rd"
"691",3577,719,40.7628138,-73.9342862,204,"34 Ave & 21 St"
"612",3495,709,40.7945663,-73.9362541,203,"E 114 St & 1 Ave"
"751",3654,722,40.7518695142187,-73.933492898941,203,"31 St & Northern Blvd"
"720",3608,531,40.7423737,-73.9566,202,"5 St & 51 Ave"
"5",119,340,40.69608941,-73.97803415,201,"Park Ave & St Edwards St"
"665",3551,675,40.795508,-73.941606,200,"3 Ave & E 112 St"
"607",3490,702,40.796879,-73.937261,199,"E 116 St & 2 Ave"
"589",3456,618,40.7163803197356,-73.9482128620148,198,"Jackson St & Leonard St"
"687",3573,742,40.7580583,-73.9242751,197,"35 St & 34 Ave"
"703",3589,717,40.7668,-73.9347774,196,"Broadway & 12 St"
"716",3604,562,40.6630619,-73.9538746,194,"Rogers Ave & Sterling St"
"299",3053,622,40.6900815,-73.947915,192,"Marcy Ave & Lafayette Ave"
"711",3598,760,40.7595701,-73.9142678,192,"Newton Rd & 44 St"
"639",3523,757,40.7729,-73.916142,191,"24 Ave & 29 St"
"620",3503,668,40.80295,-73.942954,188,"Madison Ave & E 120 St"
"749",3649,569,40.8143944379158,-73.9532473683357,188,"W 129 St & Convent Ave"
"311",3065,596,40.70029511,-73.95032283,186,"Union Ave & Wallabout St"
"719",3607,725,40.7682,-73.9322662,184,"31 Ave & 14 St"
"615",3498,727,40.7974772,-73.9311847,183,"Pleasant Ave & E 120 St"
"321",3075,515,40.70708701,-73.95796783,177,"Division Ave & Marcy Ave"
"737",3628,610,40.8025566,-73.9490782,175,"Lenox Ave & W 117 St"
"307",3061,661,40.69622937,-73.94371094,161,"Throop Ave & Myrtle Ave"
"451",3299,584,40.78813,-73.95206,161,"E 98 St & Park Ave"
"623",3506,687,40.8013066,-73.9398167,160,"Lexington Ave & E 120 St"
"493",3342,29,40.6777748,-74.0094613,159,"Pioneer St & Richards St"
"733",3621,728,40.7739825,-73.9309134,158,"27 Ave & 9 St"
"724",3612,733,40.7703743,-73.9286078,155,"30 Ave & 21 St"
"491",3340,27,40.6753274,-74.0100698,154,"Wolcott St & Dwight St"
"736",3625,706,40.7525758,-73.9364281,154,"28 St & 40 Ave"
